airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate,MissionCandidateLocations,mission,MissionLocations,missionCandidate,MissionCandidateLanguages,mission,MissionLanguages
recu8QJacyAODTIeX,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,rec7WQ2tEgqA2yPdd,recu8QJacyAODTIeX,,,57000,,,Rejected by client,rec7WQ2tEgqA2yPdd,"analytics,communication,cro,e-commerce,leadership,ppc,saas",rec7WQ2tEgqA2yPdd,europe/united-kingdom/england,recu8QJacyAODTIeX,europe/united-kingdom,rec7WQ2tEgqA2yPdd,en,,
rec0t420QAE6AgEAn,2023-04-01,,35000,55000,"<p>● 1 year of experience minimum (with a work-study)<br>
● Two to three years of significant software dev experience in front and back in a team<br>
● The candidate must speak French<br>
● Willingness to work in a team, to manage projects from start to finish<br>
● Years of freelance experience are not taken for granted<br>
● Autonomous<br>
● Very high work requirement<br>
● Willingness to work in a startup with high growth potential<br>
● Design work and reflection<br>
● The candidate should preferably come from the New Aquitaine region (Bordeaux)<br>
● French engineering school ,Epitech and/or Ecole 42 (full curriculum)</p>
",full-stack-developer,,,,,rec7Zx0tEx5kPB1No,rec0t420QAE6AgEAn,2023-03-14,,37,,"Conception d'application",Screened by CP,rec7Zx0tEx5kPB1No,"graphql,mysql,node.js,react,typescript",,,,,rec7Zx0tEx5kPB1No,"en,es,fr",rec0t420QAE6AgEAn,fr
recA3Ye1PMACJlO1Z,2023-04-03,,65000,120000,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6,9,rec859nIlixJ5qnFW,recA3Ye1PMACJlO1Z,2023-03-06,,60000,72000,Computer Science,Rejected by CP,rec859nIlixJ5qnFW,"amazon-web-services-aws,back-end-development,ecs,graphql,javascript,node.js,postgresql,windows-azure",,,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",rec859nIlixJ5qnFW,en,recA3Ye1PMACJlO1Z,en
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,rec89hHTnNaf2g3A1,recwMSrftJ7BbX5mZ,2023-03-31,,20000,,b.tech,Rejected by client,rec89hHTnNaf2g3A1,python,,,recwMSrftJ7BbX5mZ,asia/india,rec89hHTnNaf2g3A1,en,recwMSrftJ7BbX5mZ,"en,hi"
recAtcVMDz425qUT3,2023-05-15,,75000,85000,"<p>They are looking for the person behind the data science. the candidate must be curious, collegial, hard-working individual with the vision to change the world. Critical questioning of key decisions and motivation to create efficient processes for clients and our company is crucial. He is humble, know when to ask for help, and enjoy learning alongside your colleagues. He take ownership and deliver results. This will makes a candidate the perfect Diesta team member!</p>
<p>Skills &amp; Experience needed:</p>
<ul class=""liste"">
<li>At least 5 years of experience in data engineering or related field</li>
<li>BSc in Computer Science or similar</li>
<li>Proven experience with Python</li>
<li>Strong understanding of data warehousing, ETL processes, and data modelling</li>
<li>Be a resident in England, Wales or Scotland</li>
<li>Be curious and reliable</li>
<li>Exposure to spreadsheet data pipelines.</li>
</ul>
<p>The wow factor (not required but the stuff we love to see!)</p>
<ul class=""liste"">
<li>Experience with Fintech companies</li>
<li>Have an understanding how insurance works</li>
<li>Experience with data visualisation tools, especially AWS QuickInsights, is a plus</li>
</ul>
",data-engineer,4,4,5,9,rec8aKpK3QezNFX61,recAtcVMDz425qUT3,,,850000,95000,,Rejected by client,rec8aKpK3QezNFX61,"data-coding,data-extraction,data-migration,project-management",,,,,rec8aKpK3QezNFX61,en,recAtcVMDz425qUT3,en
recavhovBsS2p3eZO,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec8EIx4pU1shuKLx,recavhovBsS2p3eZO,,,,,International Trade & Business,Sent to Client,rec8EIx4pU1shuKLx,"business,business-development,business-management,communication,driving-license,negotiation,sales-management",,,recavhovBsS2p3eZO,europe/romania,rec8EIx4pU1shuKLx,"bg,en,fr,it,ro",recavhovBsS2p3eZO,"en,ro"
rec25eM1zf8i9g7V4,,,8320,12480,"<ul class=""liste"">
<li>Looking for people with at least one year of experience, preferably 2 years</li>
<li>They should be trained on industry standard tools</li>
<li>They should have Bachelor of Engineering degree in computer science or IT is a must</li>
<li>They will work with the US team where they are looking at the tickets which are gonna be generated in terms of security, as well as internal tickets</li>
<li>They are documenting a lot of security protocols</li>
<li>They are coming up with new security protocals whenever required.</li>
</ul>
",security-engineer,,,1,2,rec8HSO03c63Hqdb7,rec25eM1zf8i9g7V4,,,,,,Rejected by CP,rec8HSO03c63Hqdb7,"python,selenium",,,rec25eM1zf8i9g7V4,asia/india,rec8HSO03c63Hqdb7,"en,hi",rec25eM1zf8i9g7V4,"en,hi"
rec11F8d7djUmcYvT,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec8iiBI1SdCaTj9D,rec11F8d7djUmcYvT,,,24000,,,Rejected by CP,rec8iiBI1SdCaTj9D,sales,rec8iiBI1SdCaTj9D,europe/bulgaria,rec11F8d7djUmcYvT,europe/bulgaria,rec8iiBI1SdCaTj9D,"bg,en",rec11F8d7djUmcYvT,"bg,en"
recA3Ye1PMACJlO1Z,2023-04-03,,65000,120000,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6,9,rec8Jgcpsbq3wmvcE,recA3Ye1PMACJlO1Z,2023-03-20,,120000,140000,Software Engineering,Rejected by CP,rec8Jgcpsbq3wmvcE,"amazon-web-services-aws,ecs,graphql,node.js,postgresql",,,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",rec8Jgcpsbq3wmvcE,en,recA3Ye1PMACJlO1Z,en
rec7MvbTywFTvWryg,,,45000,60000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,rec8NOT7DkgFxWfXW,rec7MvbTywFTvWryg,2023-03-01,,45000,,Business Management,Rejected by CP,rec8NOT7DkgFxWfXW,"angularjs,apis,atlas,css,git,github,graphql,html,javascript,jira,mongodb,node.js,postgresql,react,typescript",,,rec7MvbTywFTvWryg,europe/france/paris,rec8NOT7DkgFxWfXW,"en,es,fr",rec7MvbTywFTvWryg,fr
rec5J1KpQYUAeo0rW,,,,,"<p>●     You have 5+ years of experience in B2B sales management, preferably in the agri-food sector and / or in SaaS ;<br>
 <br>
●     You are a great communicator and story-teller with any of your prospects’ representatives from C-level to operational staff ;<br>
 <br>
●     You speak English and an additional language among German, Spanish, Italian and Portuguese with full professional proficiency ;<br>
 <br>
●     Bonus 1 : you bring your own portfolio of leads to the table</p>
",sales-manager,,,,,rec8OovnmiaWyj5W3,rec5J1KpQYUAeo0rW,,,60000,,International Business,Rejected by client,rec8OovnmiaWyj5W3,"microsoft-office,ms-excel-pivot-tables",rec8OovnmiaWyj5W3,europe/spain,rec5J1KpQYUAeo0rW,europe/spain,rec8OovnmiaWyj5W3,"de,en,es,nl",rec5J1KpQYUAeo0rW,"en,es"
recavhovBsS2p3eZO,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec8vvFIRQth7j8sy,recavhovBsS2p3eZO,,,,,Marketing,Rejected by CP,rec8vvFIRQth7j8sy,"account-management,business-development,business-strategy,driving-license,marketing,sales",,,recavhovBsS2p3eZO,europe/romania,rec8vvFIRQth7j8sy,"en,ro",recavhovBsS2p3eZO,"en,ro"
recGrGIFWaByaa5dg,,,60000,120000,"<p>2 to 10 years experience in a growth hacking/marketing role preferably in e-commerce industry<br>
- Proven track record launching successful marketing acquisition campaigns<br>
- Excellent analytical skills and ability to leverage data, metrics, analytics, and consumer behavior trends to generate creative ideas<br>
- Original/creative thinking and strong problem-solving skills<br>
- Excellent communication skills and full <strong>fluency in English</strong><br>
- <strong>Arabic proficiency <strong>(The main market would be Saudi Arabia)<br>
- Ability to work under pressure<br>
- Collaborative mindset<br>
 <br>
The company wants to avoid someone who has been the marketing director of a large company and who can forget how to do things himself.<br>
 <br>
 <br>
For a junior profile with 2 years experience the salary will be $<strong>60K + equity+ bonus</strong><br>
For a senior profile with 10 years of experience, the salary could be between</strong> 95 and 120K$</strong> per year <strong>+ equity+ bonus</strong><br>
For other candidates with between 3 and 9 years' experience the salary will be in between (negociable)<br>
<strong>-Sponsorship</strong></p>
<p></p>
",head-of-growth,,,,,rec8WeqqS8tGwymra,recGrGIFWaByaa5dg,,,,,Post Graduate Diploma (Marketing),Waiting list,rec8WeqqS8tGwymra,"communication,marketing,media-production",,,recGrGIFWaByaa5dg,asia/saudi-arabia,rec8WeqqS8tGwymra,en,recGrGIFWaByaa5dg,"ar,en"
recObvBwoSTSuFEll,,,37000,50000,"<ul class=""liste"">
<li>2-3 ans ou + d’expérience en tant qu’ingénieur conseil</li>
<li>Avoir fait de l’audit</li>
<li>Expérience dans la CVC  (Chauffage, ventilation et climatisation) ou thermique du bâtiment</li>
<li>Volonté de travailler dans une jeune entreprise en forte croissance</li>
<li>Très bon relationnel, parfaitement à l’aise dans son expression écrite et orale</li>
<li>Réel intérêt pour le monde de l’énergie et volonté d’accélérer la transition énergétique des entreprises et des collectivités</li>
</ul>
",others,,,3,5,rec97O0GyoLisEhz2,recObvBwoSTSuFEll,2023-04-30,,41000,42000,"Diplôme d'ingénieur",Rejected by client,rec97O0GyoLisEhz2,energy-management,,,recObvBwoSTSuFEll,europe/france/paris,rec97O0GyoLisEhz2,fr,recObvBwoSTSuFEll,fr
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,rec9AGT3lOul7FYDP,recwMSrftJ7BbX5mZ,2023-03-31,,150000,,B.tech,Rejected by CP,rec9AGT3lOul7FYDP,python,,,recwMSrftJ7BbX5mZ,asia/india,rec9AGT3lOul7FYDP,en,recwMSrftJ7BbX5mZ,"en,hi"
