,missionCandidate,missionId,status,Time_matching_score,Salary_matching_score,Hardskill_Matching_Score,Degree_Subjects_Matching_Score,Position_Matching_Score,Location_Matching_Score,Language_Matching_Score,Reason
225,recGjbayGhgDMnUAe,recIa8aDuWkKPM8rx,Candidate not interested,,-0.1,0.8,0.6,0.9,1.0,1.0,"The candidate has energy, engineering, entrepreneurship and sales-acumen hardskills which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements, but the candidate has enough hardskills to cover the job position. The candidate can go to the job location and can speak all the required languages."
226,,recA3Ye1PMACJlO1Z,Rejected by CP,,-5.5,0.8,0.6,0.9,1.0,1.0,"Candidate has experience in Node.js, GraphQl, AWS, Express JS, PostgreSQL, Hasura. Candidate has degree in Computer Science. Candidate can work remotely and can speak English."
227,,recTOLFUh69KqHf4t,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 5 years of experience in commercial or equivalent, has very good interpersonal skills, is comfortable speaking, has an interest in the energy world, is a trentenaire, and can speak both English and French, which matches the job requirements. The candidate's degree subject is Ecomonie international, which covers some of the skills required for the job. The candidate's location is Europe/France, which matches the job location. The candidate's language is English and French, which matches the job language."
228,recglYGw6SOngStax,recdN16e9aiTj0z3a,Rejected by client,,,0.8,0.5,0.7,0.0,1.0,"The candidate has hardskills in management, marketing and sales which are related to the job requirements. The degree subject of the candidate is Marketing which is related to the job requirements. The candidate's hardskills and degree subject are related to the job position. The candidate's location is not matched with the job location. The candidate's languages are matched with the job languages."
229,recgMqSyohJy4Y4Qj,recwMSrftJ7BbX5mZ,Sent to Client,,,0.8,0.5,0.7,0.0,0.0,"The candidate has hardskills of apache-spark, hive, python which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements. The candidate has hardskills and degree subjects which are related to the job position. The candidate's location is not matched with the job location. The candidate's language is not matched with the job language."
230,recgMZO0u2MEaMFMr,rec6N2U5wJf7t3ySH,Rejected by client,-0.23,-3.0,0.8,0.6,0.9,0.0,1.0,"The candidate has experience in a start-up (2-3 years) with a tech position with responsabilities, have an entrepreneur / startup mindset (likes taking risks), stayed at his previous positions for at least one year, experience with agronomic and technical issues (Vertical Farming), worked in greenhouse hydroponics, all types of technology are accepted, very good technical level based on hardware and software development experience in various technological environments, knowledge of UX. The candidate has hardskills of amazon-cloudfront, java, linux, php, windows which are related to the job position CTO. The candidate has degree subject of Upper division studies in Computer Science which covers the skills required in the job position. The candidate can speak English, Spanish and French which are the required languages of the job. However, the candidate's location is not matched with the job location."
231,recGnc61GkVmVoZAQ,recJA0GigXHF9h4jF,Rejected by client,,,0.8,0.5,0.7,0.0,1.0,"The candidate has strong knowledge of backend-end development, experience with GraphQL and PureScript, strong Typescript skills, blockchain fundamentals, knowledge about performance, distributed architectures, autoscaling, and general clean code habits. The candidate also has French as native level. However, the candidate does not have the degree subjects required for the job and the candidate's location does not match with the job location."
232,recGnXHJLEczSxKfg,recMh3kDSANBvdJbu,Rejected by CP,,-0.8308,0.8,0.5,0.7,1.0,0.0,"The candidate has two hardskills which are related to the job requirements, manual-testing and test-automation. The degree subject is not related to the job requirements. The candidate's location is matched with the job location. The candidate's language is not matched with the job language."
233,recgO058WntACwHNh,recdN16e9aiTj0z3a,Rejected by CP,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subjects cover most of the job requirements. The candidate is capable of the job position and can go to the job location. The candidate can speak all the languages required by the job."
234,recgO5ufQpyVbyAHQ,recKmfrKT4uTpCS2x,Waiting list,,-0.0,0.8,0.5,0.7,0.0,1.0,"The candidate has driving license, sales, sales-management, sales-operations, sales-presentations, sales-process hardskills which are related to the job requirements. The degree subject of the candidate is Local Government and Local Politics Studies which is not related to the job requirements. The candidate has 0.7 position matching score because the candidate has some related hardskills and degree subject. The candidate's location is not matched with the job location. The candidate's language is matched with the job language."
235,recGofDsxjJGQ5lqq,rect4fduNiqcXC123,Rejected by client,-0.36,-0.0,0.75,0.5,0.9,1.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject covers some of the skills required for the job. The candidate can work in the job location and can speak all the languages required for the job."
236,recGOjpwiepBnosb6,recMh3kDSANBvdJbu,Sent to Client,,,0.8,0.5,0.7,0.0,1.0,"The candidate has hardskills in jira, mysql and python which are related to the job requirements. The degree subjects of the candidate are not related to the job requirements. The candidate has hardskills and degree subjects which are related to the job position. The candidate's location is not the same as the job location. The candidate can speak both English and Hindi which are the required languages of the job."
237,recGOJr4MSJ5ERG4p,recwMSrftJ7BbX5mZ,Rejected by CP,,-0.168,0.8,0.6,0.9,0.0,1.0,"The candidate has 5 out of 6 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate has all the language requirements for the job, but the location does not match."
238,recGOk6Z6bbPsrZar,rec7MvbTywFTvWryg,Rejected by CP,,-0.0,0.8,0.5,0.7,1.0,0.0,"The candidate has hardskills of javascript and ruby-on-rails which are related to the job requirement of Ruby, PostgreSQL, Heroku, Typescript, React native, React. The degree subject of the candidate is Développeur d'applications web which covers some of the job requirement. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate's location is europe/france which contains the job location europe/france/paris. The candidate can only speak English which is not the required language of the job."
239,,recXsP0cgPHypy429,Rejected by client,,,0.8,0.6,0.9,1.0,0.0,"The candidate has 8 out of 10 hardskills required for the job, and the degree subjects match 60% of the job requirements. The candidate has 90% of the skills required for the job position. The candidate can go to the job location. The candidate does not have the language required for the job."
240,recGr24cyoFwPcUwi,recAtcVMDz425qUT3,Rejected by CP,,-1.5,0.8,0.5,0.7,0.0,1.0,"The candidate has 8 hardskills which match with the job requirement, and the degree subject is related to the job requirement. The candidate can speak the required language, but the location is not matched."
241,recGRARJu8e4zTSnZ,recdN16e9aiTj0z3a,Rejected by CP,,-0.5,0.8,0.5,0.7,0.0,1.0,"The candidate has a hardskill in sales which is related to the job position, and the candidate can speak both English and Spanish which is required by the job. However, the candidate's degree subjects are not related to the job requirements, and the candidate's location is not the same as the job location."
242,recgswj5pJGIkBlGi,recObvBwoSTSuFEll,Rejected by client,,-0.8,0.8,0.6,0.7,1.0,1.0,"The candidate has 3 out of 6 hardskills required in the job description, and the degree subject is related to the job position. The candidate can work in the job location and can speak all the languages required in the job description."
243,recgTPe58NjN5lMyl,recUwquxTAuaSpYwc,Screened by CP,,-6.0,0.8,0.6,0.9,0.0,1.0,"The candidate has 3 hardskills which are related to the job position, and the degree subjects cover some of the skills required in the job position. The candidate can speak all the languages required in the job, but the candidate's location does not match with the job location."
244,recgUjYvEJ9MKh9QC,recsld3DKqBhnW6rg,Mission closed by client,,-7.85,0.8,0.6,0.9,1.0,1.0,"The candidate has 4 out of 5 hardskills required in the job description, and the degree subject covers most of the skills required in the job position. The candidate can work in the job location and can speak the language required in the job."
